Job Id,Job Title,Company,location,Job Description,Experience,Qualifications,Salary Range,Work Type,skills,clean_description,extracted_skills,categories
1.76384E+15,Front-End Developer,J.M. Smucker,Kathmandu,"An Accessibility Developer focuses on making digital products and websites accessible to individuals with disabilities, ensuring compliance with accessibility standards.",2 to 8 Years,M.Tech,$62K-$110K,Part-Time,"Web accessibility standards (e.g., WCAG) Assistive technologies Accessibility testing tools HTML and CSS for accessibility ARIA (Accessible Rich Internet Applications) User experience (UX) for accessibility Usability testing with individuals with disabilities Collaboration Attention to detail",an accessibility developer focuses on making digital products and websites accessible to individuals with disabilities ensuring compliance with accessibility standards,"HTML (Programming), CSS (Programming), HTML (Web Development), CSS (Web Development)","Programming, Web Development"
7.11796E+14,Data Analyst,Cigna Group,Kingston,"Business Intelligence Analysts gather and analyze data to provide valuable insights to support decision-making within an organization. They create reports, dashboards, and data visualizations to help stakeholders understand trends, patterns, and opportunities in the data.",1 to 11 Years,M.Com,$58K-$126K,Part-Time,"Data analysis and visualization tools (e.g., Tableau, Power BI) SQL and database querying Business intelligence concepts Data modeling and reporting Strong analytical and problem-solving skills Data-driven decision-making",business intelligence analysts gather and analyze data to provide valuable insights to support decision making within an organization they create reports dashboards and data visualizations to help stakeholders understand trends patterns and opportunities in the data,"SQL (Programming), SQL (Database), Power BI (Data Analytics), Tableau (Data Analytics)","Programming, Database, Data Analytics"
1.85942E+15,Procurement Manager,Automatic Data Processing,Warsaw,"Analyze procurement data, identify cost-saving opportunities, and support the procurement process.",3 to 11 Years,B.Com,$62K-$89K,Temporary,Procurement processes Vendor assessment Contract negotiation Purchase order management Spend analysis Market research Supplier relationship management Data analysis Problem-solving Attention to detail Communication skills Financial acumen,analyze procurement data identify cost saving opportunities and support the procurement process,,
7.79538E+14,Mechanical Engineer,Murphy USA,Bangkok,"Mechanical Design Engineers create and develop mechanical systems and components, from concept to manufacturing, ensuring functionality and safety.",1 to 9 Years,BA,$58K-$113K,Temporary,"Mechanical engineering CAD software (e.g., SolidWorks, AutoCAD) Finite element analysis Product development Prototyping",mechanical design engineers create and develop mechanical systems and components from concept to manufacturing ensuring functionality and safety,,
9.72705E+13,Financial Advisor,DISH Network,Sofia,"Retirement Planners assist clients in planning for retirement, including savings strategies, pension options, and retirement income planning.",3 to 10 Years,MBA,$60K-$118K,Full-Time,Retirement planning Social security Investment products Tax planning Estate planning,retirement planners assist clients in planning for retirement including savings strategies pension options and retirement income planning,,
7.6634E+13,Human Resources Manager,Costco Wholesale,Canberra,"HR Generalists handle various HR functions, including recruitment, employee relations, benefits administration, and HR compliance. They serve as a resource for employees and management, ensuring HR policies and practices align with organizational goals and legal requirements.",5 to 11 Years,MCA,$63K-$116K,Full-Time,HR policies and procedures Employee relations Recruitment Communication skills,hr generalists handle various hr functions including recruitment employee relations benefits administration and hr compliance they serve as a resource for employees and management ensuring hr policies and practices align with organizational goals and legal requirements,,
2.29841E+15,Teacher,Humana,Torshavn,A Subject Matter Expert possesses deep knowledge in a specific field and provides expertise to solve complex problems or guide decision-making within that domain.,4 to 8 Years,MBA,$63K-$120K,Full-Time,Expertise in a specific subject area Knowledge of curriculum standards Instructional design Assessment development Educational technology proficiency,a subject matter expert possesses deep knowledge in a specific field and provides expertise to solve complex problems or guide decision making within that domain,,
1.00304E+14,Office Manager,Aurizon Holdings,San Salvador,"Office Coordinators provide administrative support within an office. They assist with tasks like scheduling, record-keeping, and communication to ensure efficient office operations.",2 to 9 Years,PhD,$62K-$108K,Temporary,Office administration Calendar management Reception duties Communication skills Record keeping Office supplies management,office coordinators provide administrative support within an office they assist with tasks like scheduling record keeping and communication to ensure efficient office operations,,
7.31754E+14,Investment Advisor,Lam Research,Moroni,"Wealth Advisors provide financial advice to clients. They assess financial goals, create investment strategies, and offer guidance on wealth management and financial planning.",3 to 11 Years,BCA,$57K-$129K,Temporary,Financial planning Investment knowledge Relationship management Communication skills Analytical skills,wealth advisors provide financial advice to clients they assess financial goals create investment strategies and offer guidance on wealth management and financial planning,,
2.35821E+15,Quality Assurance Analyst,Land O'Lakes,Copenhagen,"Test Automation Engineers automate testing processes using scripts and tools. They design and maintain automated test suites to streamline testing efforts, improve efficiency, and enhance software quality.",0 to 13 Years,BA,$56K-$128K,Part-Time,"Test automation frameworks and tools Scripting and programming languages (e.g., Python, Java) Continuous integration and continuous testing (CI/CT) Test script development and maintenance Test environment setup and management",test automation engineers automate testing processes using scripts and tools they design and maintain automated test suites to streamline testing efforts improve efficiency and enhance software quality,"Python (Programming), Java (Programming)",Programming
1.94341E+14,Finance Manager,Jackson Financial,Kinshasa,"Accounting Managers supervise accounting teams. They ensure accurate financial reporting, manage budgets, and oversee financial transactions and compliance with accounting standards.",2 to 14 Years,BCA,$55K-$125K,Full-Time,Accounting principles Financial reporting Team management Budgeting Financial analysis,accounting managers supervise accounting teams they ensure accurate financial reporting manage budgets and oversee financial transactions and compliance with accounting standards,,
5.45603E+14,Web Developer,Cigna Group,Khartoum,"Full-Stack Developers are skilled in both frontend and backend development. They can work on all aspects of web application development, from creating user interfaces to designing databases and server infrastructure, providing end-to-end solutions.",2 to 12 Years,PhD,$63K-$101K,Temporary,Frontend and backend development Database integration Problem-solving API knowledge,full stack developers are skilled in both frontend and backend development they can work on all aspects of web application development from creating user interfaces to designing databases and server infrastructure providing end to end solutions,,
2.20765E+15,Email Marketing Specialist,Johnson & Johnson,Pretoria,"Monitor and improve email deliverability rates, troubleshoot delivery issues, and maintain a clean email list.",1 to 14 Years,B.Tech,$58K-$103K,Temporary,"Email deliverability best practices Spam filter testing List hygiene Blacklist monitoring Email authentication (e.g., SPF, DKIM) Deliverability metrics analysis Troubleshooting deliverability issues Communication skills Data analysis Attention to detail",monitor and improve email deliverability rates troubleshoot delivery issues and maintain a clean email list,,
4.42382E+13,Pediatrician,CSL Limited,Nassau,"Pediatric Surgeons specialize in performing surgical procedures on children, including infants and adolescents. They diagnose surgical conditions, perform surgeries, and collaborate with other healthcare professionals to ensure the best outcomes.",4 to 10 Years,MCA,$57K-$108K,Part-Time,Pediatric surgery Surgical procedures for children Operating room protocols Patient care Surgical techniques Pediatric anesthesia,pediatric surgeons specialize in performing surgical procedures on children including infants and adolescents they diagnose surgical conditions perform surgeries and collaborate with other healthcare professionals to ensure the best outcomes,,
9.88371E+14,Marketing Director,Citizens Financial Group,Panama City,"Brand Directors oversee brand management and strategy. They ensure brand consistency, guide marketing initiatives, and work to enhance brand perception and recognition.",5 to 8 Years,BA,$58K-$89K,Part-Time,Brand strategy Brand development Creative direction Brand management Market research,brand directors oversee brand management and strategy they ensure brand consistency guide marketing initiatives and work to enhance brand perception and recognition,,
1.78387E+15,Data Scientist,Motorola Solutions,Brussels,"Data Engineers design and maintain data pipelines, ensuring data availability and quality for analysis and reporting purposes.",2 to 12 Years,M.Com,$57K-$116K,Part-Time,"Data integration ETL (Extract, Transform, Load) Big data technologies (e.g., Hadoop, Spark) Database management Data warehousing",data engineers design and maintain data pipelines ensuring data availability and quality for analysis and reporting purposes,"Spark (Big Data), Hadoop (Big Data)",Big Data
6.56262E+14,Marketing Analyst,Smith & Nephew,Dakar,"Analyze data sets, generate insights, and provide data-driven recommendations to inform business decisions.",2 to 11 Years,BCA,$59K-$104K,Contract,"Data analysis tools (e.g., SQL, Python) Data visualization tools (e.g., Tableau, Power BI) Statistical analysis Data cleansing and transformation Data modeling Communication of data insights Problem-solving Attention to detail Business acumen",analyze data sets generate insights and provide data driven recommendations to inform business decisions,"Python (Programming), SQL (Programming), SQL (Database), Power BI (Data Analytics), Tableau (Data Analytics)","Programming, Database, Data Analytics"
1.70697E+15,Human Resources Manager,Hindalco Industries,Ankara,"Talent Acquisition Managers oversee the recruitment and hiring process. They develop recruitment strategies, source candidates, conduct interviews, and collaborate with hiring managers to attract and hire qualified talent to meet the organizations staffing needs.",5 to 15 Years,BCA,$57K-$116K,Temporary,Talent sourcing Interviewing Onboarding Recruitment strategies HR software,talent acquisition managers oversee the recruitment and hiring process they develop recruitment strategies source candidates conduct interviews and collaborate with hiring managers to attract and hire qualified talent to meet the organizations staffing needs,,
1.89394E+15,Legal Assistant,Compass Group,Ottawa,"Assist in the preparation of litigation cases, manage electronic discovery, and handle technical aspects of trial preparation.",0 to 9 Years,BCA,$60K-$110K,Contract,"E-discovery tools and processes Document review and production Litigation support software (e.g., Relativity) Data analysis Case management Communication with legal teams Technical proficiency Attention to detail Problem-solving Legal research skills",assist in the preparation of litigation cases manage electronic discovery and handle technical aspects of trial preparation,,
1.75294E+14,Mechanical Designer,Amgen,Tehran,"Design and optimize heating, ventilation, and air conditioning (HVAC) systems for buildings, focusing on energy efficiency and comfort.",2 to 15 Years,M.Tech,$57K-$95K,Intern,HVAC system design Load calculations Energy efficiency AutoCAD or similar software Mechanical engineering principles Collaboration with architects and engineers Regulatory compliance Problem-solving Attention to detail Communication skills,design and optimize heating ventilation and air conditioning hvac systems for buildings focusing on energy efficiency and comfort,,
4.95398E+14,Java Developer,Aramark,Prague,"Java Backend Developers specialize in building the server-side components of software applications using Java. They work on database integration, server logic, and performance optimization to ensure efficient and reliable backend functionality.",5 to 14 Years,B.Tech,$65K-$98K,Temporary,"Backend development RESTful APIs Database integration Java EE (Enterprise Edition) Performance optimization Version control (e.g., Git)",java backend developers specialize in building the server side components of software applications using java they work on database integration server logic and performance optimization to ensure efficient and reliable backend functionality,"Java (Programming), Git (DevOps)","Programming, DevOps"
5.72568E+14,Aerospace Engineer,Hikvision,AsunciÃ³n,Systems Engineers design and manage complex systems and infrastructure. They integrate various components and technologies to ensure optimal system performance and reliability.,2 to 8 Years,M.Com,$57K-$113K,Temporary,Systems engineering System architecture Integration testing Troubleshooting Technical documentation Configuration management,systems engineers design and manage complex systems and infrastructure they integrate various components and technologies to ensure optimal system performance and reliability,,
1.62572E+14,Pharmaceutical Sales Representative,Qube Holdings,Kingstown,"Territory Sales Managers oversee a specific sales territory, managing sales teams, setting goals, and developing strategies to meet sales objectives.",1 to 9 Years,MBA,$65K-$112K,Temporary,Sales leadership Territory management Team management Sales data analysis Strategic planning and execution,territory sales managers oversee a specific sales territory managing sales teams setting goals and developing strategies to meet sales objectives,,
1.05463E+14,Data Engineer,Science Applications International,Addis Ababa,"A Big Data Engineer develops and manages big data solutions, including data storage, processing, and analysis platforms, to extract valuable insights and support data-driven decisions.",3 to 8 Years,B.Tech,$60K-$104K,Part-Time,"Big data technologies (Hadoop, Spark, etc.) Data processing and analysis Distributed computing",a big data engineer develops and manages big data solutions including data storage processing and analysis platforms to extract valuable insights and support data driven decisions,"Spark (Big Data), Hadoop (Big Data)",Big Data
1.51389E+15,Physical Therapist,SBI Life Insurance Company,Bamako,"Provide physical therapy services to patients with orthopedic conditions, rehabilitate injuries, and improve mobility.",2 to 15 Years,BA,$63K-$124K,Intern,Orthopedic assessment and treatment Rehabilitation exercises Patient education,provide physical therapy services to patients with orthopedic conditions rehabilitate injuries and improve mobility,,
1.80108E+15,Customer Support Specialist,Deutsche Pfandbriefbank AG,Kathmandu,"Technical Support Specialists assist customers or end-users with technical issues related to products or services. They provide troubleshooting, resolve problems, and offer technical guidance through various communication channels, ensuring customer satisfaction.",0 to 8 Years,BA,$59K-$84K,Part-Time,"Technical troubleshooting Customer support tools (e.g., Zendesk, Freshdesk) Communication skills Problem-solving and critical thinking Ticket management Knowledge base creation",technical support specialists assist customers or end users with technical issues related to products or services they provide troubleshooting resolve problems and offer technical guidance through various communication channels ensuring customer satisfaction,,
8.26704E+14,Dental Hygienist,AGCO,Ashgabat,A Dental Hygiene Educator teaches dental hygiene practices and oral health to students or the community. They promote preventive care and raise awareness about dental health.,1 to 10 Years,PhD,$64K-$98K,Contract,Dental hygiene knowledge Teaching and instructional skills Curriculum development Student assessment Clinical practice experience,a dental hygiene educator teaches dental hygiene practices and oral health to students or the community they promote preventive care and raise awareness about dental health,,
1.37396E+14,Legal Assistant,Global Partners,City of Port Louis,"Assist lawyers with legal research, document preparation, and case management in law firms or legal departments.",2 to 8 Years,BBA,$65K-$103K,Contract,"Legal research Document drafting Case management E-filing Legal databases (e.g., LexisNexis) Client communication Deposition preparation Trial support Ethics and confidentiality Attention to detail Communication skills Legal software proficiency",assist lawyers with legal research document preparation and case management in law firms or legal departments,,
1.12915E+15,Software Engineer,Go-Ahead Group,Singapore,"A Backend Developer is tasked with building and maintaining the server-side logic and database infrastructure of web applications. They work on the core functionality, data storage, and server communication to ensure the application runs smoothly and efficiently.",3 to 15 Years,M.Com,$60K-$109K,Part-Time,"Proficiency in one or more backend programming languages (e.g., Java, Python, Node.js, Ruby) API development Database management (SQL or NoSQL) Server management and deployment Security best practices Knowledge of web frameworks (e.g., Express, Django)",a backend developer is tasked with building and maintaining the server side logic and database infrastructure of web applications they work on the core functionality data storage and server communication to ensure the application runs smoothly and efficiently,"Python (Programming), Java (Programming), JavaScript (Programming), SQL (Programming), SQL (Database)","Programming, Database"
3.75409E+14,Environmental Consultant,J.B. Hunt Transport Services,Naypyidaw,"Sustainability Consultants advise organizations on sustainable practices and strategies. They assess environmental impact, recommend sustainability initiatives, and assist in the development and implementation of sustainable policies.",1 to 10 Years,M.Tech,$57K-$109K,Intern,Sustainability consulting Sustainability assessments Sustainable practices Green building standards Environmental policies Client communication,sustainability consultants advise organizations on sustainable practices and strategies they assess environmental impact recommend sustainability initiatives and assist in the development and implementation of sustainable policies,,
1.45812E+15,Customer Service Manager,Huawei Technologies,Stockholm,"Customer Support Managers oversee a team of customer support representatives. They set performance goals, resolve complex customer issues, and develop strategies to improve customer satisfaction and the efficiency of support operations.",4 to 15 Years,BCA,$55K-$82K,Contract,Customer support Team leadership Customer satisfaction Issue resolution Performance metrics Training and development,customer support managers oversee a team of customer support representatives they set performance goals resolve complex customer issues and develop strategies to improve customer satisfaction and the efficiency of support operations,,
1.94114E+15,Investment Banker,Diageo,Nouakchott,"A Mergers and Acquisitions Advisor assists in evaluating potential mergers and acquisitions, conducting due diligence, and providing strategic recommendations for corporate transactions.",3 to 8 Years,M.Tech,$60K-$117K,Temporary,Mergers and acquisitions (M&A) expertise Due diligence Valuation techniques,a mergers and acquisitions advisor assists in evaluating potential mergers and acquisitions conducting due diligence and providing strategic recommendations for corporate transactions,,
1.99874E+15,Digital Marketing Specialist,Shriram Transport Finance Company,Papeete,"SEO Specialists optimize websites for search engines to improve online visibility. They conduct keyword research, optimize content, and implement SEO strategies to increase organic traffic and rankings.",1 to 8 Years,MCA,$58K-$110K,Contract,"Search engine algorithms and ranking factors Keyword research and analysis On-page and off-page SEO optimization SEO tools (e.g., Google Analytics, SEMrush) SEO content strategy",seo specialists optimize websites for search engines to improve online visibility they conduct keyword research optimize content and implement seo strategies to increase organic traffic and rankings,,
1.59283E+15,Software Tester,Keurig Dr Pepper,Castries,An Automation Tester uses automated testing tools to verify the functionality and performance of software applications. They create and execute automated test scripts.,5 to 13 Years,PhD,$58K-$97K,Part-Time,"Test automation tools (e.g., Selenium, Appium) Scripting languages (e.g., Python, Java) Test framework development Continuous integration tools Test data management",an automation tester uses automated testing tools to verify the functionality and performance of software applications they create and execute automated test scripts,"Python (Programming), Java (Programming)",Programming
1.52327E+15,Purchasing Agent,Metro AG,Naypyidaw,"An Inventory Manager oversees inventory levels, coordinates stock movements, and optimizes inventory control procedures to ensure efficient stock management and product availability.",2 to 14 Years,BA,$63K-$107K,Contract,Inventory control Demand forecasting Supply chain management Data analysis Warehouse management,an inventory manager oversees inventory levels coordinates stock movements and optimizes inventory control procedures to ensure efficient stock management and product availability,,
3.94506E+13,Social Media Manager,National Grid,Victoria,"Social Media Strategists develop and execute social media strategies to achieve marketing goals. They analyze social media trends, create content calendars, and measure the effectiveness of social media campaigns.",3 to 12 Years,B.Tech,$58K-$85K,Temporary,Social media marketing strategy development Content planning and creation Social media advertising and targeting Data-driven decision-making Social media trends and platform updates,social media strategists develop and execute social media strategies to achieve marketing goals they analyze social media trends create content calendars and measure the effectiveness of social media campaigns,,
3.55621E+13,Psychologist,NMDC Limited,San Juan,"Clinical Psychologists diagnose and treat mental health disorders. They conduct therapy sessions, assessments, and research to improve patients well-being.",2 to 8 Years,BCA,$65K-$90K,Contract,Clinical psychology Counseling skills Assessment tools Diagnostic skills Empathy and listening skills,clinical psychologists diagnose and treat mental health disorders they conduct therapy sessions assessments and research to improve patients well being,,
1.15139E+15,Customer Support Specialist,Brewin Dolphin,Quito,"Technical Support Specialists assist customers or end-users with technical issues related to products or services. They provide troubleshooting, resolve problems, and offer technical guidance through various communication channels, ensuring customer satisfaction.",4 to 12 Years,B.Com,$60K-$95K,Part-Time,"Technical troubleshooting Customer support tools (e.g., Zendesk, Freshdesk) Communication skills Problem-solving and critical thinking Ticket management Knowledge base creation",technical support specialists assist customers or end users with technical issues related to products or services they provide troubleshooting resolve problems and offer technical guidance through various communication channels ensuring customer satisfaction,,
2.56306E+15,Digital Marketing Specialist,Centrica,Tehran,"SEO Specialists optimize websites for search engines to improve online visibility. They conduct keyword research, optimize content, and implement SEO strategies to increase organic traffic and rankings.",0 to 11 Years,MBA,$61K-$84K,Contract,"Search engine algorithms and ranking factors Keyword research and analysis On-page and off-page SEO optimization SEO tools (e.g., Google Analytics, SEMrush) SEO content strategy",seo specialists optimize websites for search engines to improve online visibility they conduct keyword research optimize content and implement seo strategies to increase organic traffic and rankings,,
1.23453E+14,Chemical Analyst,SAP SE,Accra,"In the role of a Quality Control Analyst, you will be responsible for inspecting and testing products to ensure they meet quality standards and specifications. You will use quality control tools and processes to identify defects, document findings, and recommend improvements. Your role is essential in maintaining product quality and customer satisfaction.",0 to 15 Years,BBA,$65K-$103K,Part-Time,Quality control Quality assurance QC testing methods Compliance standards Root cause analysis Documentation Statistical analysis,in the role of a quality control analyst you will be responsible for inspecting and testing products to ensure they meet quality standards and specifications you will use quality control tools and processes to identify defects document findings and recommend improvements your role is essential in maintaining product quality and customer satisfaction,,
5.28475E+14,Pediatrician,Viatris,Dhaka,"General Pediatricians provide medical care to infants, children, and adolescents. They diagnose and treat various pediatric conditions, offer preventive care, and educate patients and parents on child health and well-being.",3 to 15 Years,B.Com,$62K-$114K,Intern,Pediatrics Pediatric care Diagnosis and treatment Pediatric medical procedures Patient care Communication skills,general pediatricians provide medical care to infants children and adolescents they diagnose and treat various pediatric conditions offer preventive care and educate patients and parents on child health and well being,,
1.77017E+15,UI Developer,Sherwin-Williams,Nicosia,A UX/UI Designer focuses on enhancing user experiences by designing intuitive interfaces. They consider user needs and preferences to create visually appealing and functional designs.,2 to 8 Years,M.Com,$59K-$112K,Temporary,User experience (UX) design User interface (UI) design Wireframing and prototyping Usability testing Design tools like Sketch or Figma,a ux ui designer focuses on enhancing user experiences by designing intuitive interfaces they consider user needs and preferences to create visually appealing and functional designs,,
1.98217E+15,HR Manager,Opendoor Technologies,Beijing,"A Human Resources Director leads HR functions, including talent acquisition, employee development, and HR strategy, to promote a positive work environment and support organizational goals.",1 to 13 Years,M.Com,$57K-$126K,Temporary,Strategic HR planning Employee relations Talent management HR policy development Leadership skills,a human resources director leads hr functions including talent acquisition employee development and hr strategy to promote a positive work environment and support organizational goals,,
2.2208E+15,Systems Analyst,AutoZone,Yamoussoukro,"A Business Systems Analyst analyzes business processes and requirements, recommends technology solutions, and bridges the gap between business objectives and IT systems.",5 to 11 Years,MCA,$55K-$130K,Full-Time,Business systems analysis Requirements gathering Process improvement,a business systems analyst analyzes business processes and requirements recommends technology solutions and bridges the gap between business objectives and it systems,,
1.47862E+15,Network Security Specialist,Analog Devices,Budapest,"Cybersecurity Analysts protect computer systems and networks from cyber threats. They monitor security systems, investigate breaches, and implement security measures to safeguard data.",5 to 9 Years,MBA,$64K-$83K,Part-Time,"Cybersecurity Security assessments Intrusion detection Security tools (e.g., SIEM) Incident response Vulnerability scanning",cybersecurity analysts protect computer systems and networks from cyber threats they monitor security systems investigate breaches and implement security measures to safeguard data,,
3.03873E+15,Account Manager,Macy's,Kingston,"Build and maintain strong client relationships, understand their needs, and ensure client satisfaction.",3 to 8 Years,M.Com,$59K-$111K,Full-Time,Client relationship management Customer service Communication skills,build and maintain strong client relationships understand their needs and ensure client satisfaction,,
2.12716E+15,Procurement Specialist,"Harley-Davidson, Inc.",Ljubljana,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services.",1 to 8 Years,M.Tech,$65K-$107K,Part-Time,Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,procurement managers oversee procurement processes managing vendor relationships negotiating contracts and ensuring cost effective purchasing of goods and services,,
1.78418E+15,UX/UI Designer,British American Tobacco,Dakar,"User Interface Designers focus on the visual and interactive aspects of digital interfaces. They design layouts, buttons, and other elements to ensure a cohesive and visually appealing user interface.",4 to 13 Years,BA,$65K-$129K,Temporary,"UI design principles and best practices Graphic design tools (e.g., Adobe Photoshop, Illustrator) Typography and color theory Visual design and layout Responsive design",user interface designers focus on the visual and interactive aspects of digital interfaces they design layouts buttons and other elements to ensure a cohesive and visually appealing user interface,,
4.03442E+14,Office Manager,New Oriental Education & Technology Group,Cairo,"Facilities Managers manage facilities and building operations. They oversee maintenance, security, and facility improvements to provide a safe and efficient working environment.",5 to 10 Years,MCA,$58K-$93K,Intern,Facilities management Property maintenance Space planning Budget management Health and safety compliance Vendor management,facilities managers manage facilities and building operations they oversee maintenance security and facility improvements to provide a safe and efficient working environment,,
6.41188E+14,Software Engineer,W.R. Berkley,Lima,"DevOps Engineers focus on automating and streamlining the development and deployment processes. They work to improve collaboration between development and IT operations, implementing tools and practices for continuous integration and continuous delivery (CI/CD).",5 to 9 Years,PhD,$55K-$109K,Intern,"Automation and scripting (e.g., Python, Bash) Continuous Integration/Continuous Deployment (CI/CD) Containerization (e.g., Docker, Kubernetes) Infrastructure as Code (e.g., Terraform, Ansible) Cloud platforms (e.g., AWS, Azure, GCP) Monitoring and troubleshooting skills",devops engineers focus on automating and streamlining the development and deployment processes they work to improve collaboration between development and it operations implementing tools and practices for continuous integration and continuous delivery ci cd,"Python (Programming), AWS (Cloud), Azure (Cloud), GCP (Cloud), Docker (DevOps), Kubernetes (DevOps)","Programming, Cloud, DevOps"
1.96314E+14,SEM Specialist,Dick's Sporting Goods,Nuku?alofa,"SEM Analysts analyze search engine marketing (SEM) campaigns. They monitor performance, optimize keyword strategies, and provide insights to improve the effectiveness of SEM efforts.",3 to 14 Years,BBA,$59K-$114K,Temporary,Search engine marketing (SEM) Google Ads Bing Ads Keyword analysis Ad performance analysis SEM strategy development Bid management,sem analysts analyze search engine marketing sem campaigns they monitor performance optimize keyword strategies and provide insights to improve the effectiveness of sem efforts,,
2.07754E+15,UX/UI Designer,Pfizer Inc.,Yaounde,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,2 to 12 Years,BBA,$60K-$106K,Temporary,Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes,interaction designers specialize in designing user interactions within digital interfaces they create meaningful and engaging user experiences by considering user behaviors and system responses,,
2.17772E+15,Art Director,Mastercard,Banjul,"Visual Designers create visual content, including graphics, illustrations, and layouts, to convey messages and enhance brand identity.",4 to 9 Years,M.Tech,$58K-$123K,Intern,Graphic design Typography User interface (UI) design Adobe Creative Suite proficiency Branding and visual identity creation,visual designers create visual content including graphics illustrations and layouts to convey messages and enhance brand identity,,
1.08174E+15,Financial Analyst,Cadila Healthcare,"Malabo (de jure),","Investment Analysts analyze financial data and market trends to make informed investment recommendations. They research and assess investment opportunities, create financial models, and provide insights to guide investment decisions and portfolio management.",2 to 8 Years,BCA,$63K-$111K,Temporary,Financial analysis Investment evaluation Portfolio management Data analysis,investment analysts analyze financial data and market trends to make informed investment recommendations they research and assess investment opportunities create financial models and provide insights to guide investment decisions and portfolio management,,
2.89172E+15,Supply Chain Analyst,Cintas,Nicosia,"A Logistics Analyst analyzes and optimizes logistics and supply chain operations, identifying cost-saving opportunities, improving transportation efficiency, and enhancing supply chain performance.",5 to 14 Years,M.Tech,$64K-$82K,Temporary,Supply chain analysis Data analytics Inventory management Transportation planning Problem-solving,a logistics analyst analyzes and optimizes logistics and supply chain operations identifying cost saving opportunities improving transportation efficiency and enhancing supply chain performance,,
2.60945E+15,Sales Representative,Asian Paints,Apia,"Account Executives manage and grow relationships with existing clients or customers. They understand client needs, propose solutions, negotiate contracts, and ensure customer satisfaction, often working closely with sales and customer support teams.",5 to 8 Years,BBA,$59K-$85K,Temporary,Sales strategy and planning Account management Customer relationship management Solution selling Sales forecasting Contract negotiation Sales metrics and reporting,account executives manage and grow relationships with existing clients or customers they understand client needs propose solutions negotiate contracts and ensure customer satisfaction often working closely with sales and customer support teams,,
1.59143E+15,Pediatrician,Lufthansa Group,Hagatna,"Pediatric Surgeons specialize in performing surgical procedures on children, including infants and adolescents. They diagnose surgical conditions, perform surgeries, and collaborate with other healthcare professionals to ensure the best outcomes.",5 to 9 Years,B.Com,$64K-$111K,Temporary,Pediatric surgery Surgical procedures for children Operating room protocols Patient care Surgical techniques Pediatric anesthesia,pediatric surgeons specialize in performing surgical procedures on children including infants and adolescents they diagnose surgical conditions perform surgeries and collaborate with other healthcare professionals to ensure the best outcomes,,
1.33541E+15,Administrative Assistant,Asian Paints,San Juan,"Support high-level executives by managing schedules, coordinating meetings, and handling various administrative tasks.",2 to 15 Years,PhD,$57K-$125K,Contract,"Calendar management Travel coordination Meeting scheduling Correspondence and communication Office organization Confidentiality Time management Problem-solving Attention to detail Communication skills Technology proficiency (e.g., MS Office)",support high level executives by managing schedules coordinating meetings and handling various administrative tasks,,
1.34639E+15,Network Engineer,Altice USA,Luxembourg,"Network Administrators manage an organizations computer networks. They configure, monitor, and maintain network infrastructure, ensuring optimal performance and security.",5 to 9 Years,M.Com,$59K-$119K,Temporary,"Network management Troubleshooting Network security IT certifications (e.g., CCNA)",network administrators manage an organizations computer networks they configure monitor and maintain network infrastructure ensuring optimal performance and security,,
2.12425E+15,Veterinarian,Kroger,Sanaa,"An Equine Veterinarian specializes in the health and well-being of horses. They diagnose and treat equine illnesses, perform surgeries, and provide preventive care for horses.",1 to 11 Years,PhD,$60K-$87K,Contract,Equine veterinary medicine Horse anatomy and physiology Lameness evaluation Equine surgery Dentistry for horses Emergency equine care Equine reproductive health Compassion and empathy Client communication Problem-solving Attention to detail,an equine veterinarian specializes in the health and well being of horses they diagnose and treat equine illnesses perform surgeries and provide preventive care for horses,,
8.59192E+14,Speech Therapist,Ocado Group,Maseru,Pediatric Speech Therapists provide speech therapy to children with speech and language disorders. They assess and treat communication difficulties to improve language skills.,2 to 9 Years,M.Tech,$61K-$119K,Part-Time,Pediatric speech therapy Speech-language assessment Individualized treatment plans Child development Communication skills,pediatric speech therapists provide speech therapy to children with speech and language disorders they assess and treat communication difficulties to improve language skills,,
6.65276E+14,Systems Engineer,Huntington Ingalls Industries,Macao,"As a Cloud Systems Engineer, you will be responsible for designing, implementing, and managing cloud infrastructure solutions. You will work with cloud platforms like AWS, Azure, or GCP to build scalable and reliable systems. Your role involves optimizing cloud resources, ensuring security, and troubleshooting issues to maintain high system availability and performance.",3 to 14 Years,M.Tech,$55K-$94K,Contract,"Cloud systems engineering Cloud infrastructure (e.g., AWS, Azure) DevOps practices Automation Security in the cloud Disaster recovery Scalability",as a cloud systems engineer you will be responsible for designing implementing and managing cloud infrastructure solutions you will work with cloud platforms like aws azure or gcp to build scalable and reliable systems your role involves optimizing cloud resources ensuring security and troubleshooting issues to maintain high system availability and performance,"AWS (Cloud), Azure (Cloud), GCP (Cloud)",Cloud
