Job Id,Job Title,Company,location,Job Description,Experience,Qualifications,Salary Range,Work Type,skills
1815100000000000.0,Electrical Engineer,TD Synnex,Phnom Penh,"Controls Engineers specialize in industrial automation, designing and implementing control systems for machinery and manufacturing processes. They optimize efficiency and safety.",5 to 12 Years,MCA,$64K-$127K,Part-Time,Control system design PLC programming Automation Instrumentation System integration
97839000000000.0,Administrative Assistant,"Workday, Inc.",Kabul,"Accurately input and maintain data in databases or spreadsheets, ensuring data integrity and organization.",4 to 11 Years,BA,$56K-$101K,Full-Time,"Data entry accuracy and speed Database software (e.g., Microsoft Access, Excel) Attention to detail Time management Organization Multitasking Keyboarding skills Data verification Problem-solving Communication skills Computer proficiency"
2023670000000000.0,Urban Planner,Eaton Corporation plc,Nur-Sultan,"City Planners develop and implement urban planning strategies. They work to improve communities, manage resources, and address issues related to land use and infrastructure.",1 to 8 Years,BBA,$57K-$105K,Temporary,Urban planning Zoning regulations Environmental planning GIS proficiency Community engagement
1480800000000000.0,Executive Assistant,Barclays,Lilongwe,"Project Coordinators assist in planning, executing, and monitoring projects. They facilitate communication among team members, track project progress, and ensure tasks are completed on time.",5 to 14 Years,M.Com,$57K-$89K,Part-Time,Project management Communication Time management Organization Problem-solving
1901130000000000.0,Marketing Manager,GAIL (India) Limited,Willemstad,"Product Marketing Managers promote and market products or services. They create marketing strategies, conduct market research, develop messaging, and collaborate with cross-functional teams to launch and promote products effectively in the market.",4 to 11 Years,BCA,$56K-$82K,Contract,Product positioning and messaging Market research and analysis Product launch planning Competitive analysis Marketing collateral creation Pricing strategies Cross-functional collaboration
1710070000000000.0,Process Engineer,Fiat Chrysler Automobiles N.V.,Philipsburg,"Industrial Engineers focus on improving efficiency and productivity in various industries. They analyze processes, design systems, and implement solutions to streamline operations, reduce costs, and enhance quality.",4 to 8 Years,B.Tech,$65K-$123K,Temporary,Industrial engineering Process optimization Lean manufacturing Quality control Data analysis Workflow design
636695000000000.0,Sales Associate,CHS,Maseru,"A Retail Sales Associate assists customers in retail environments, helping them find products, providing product information, and ensuring a positive shopping experience.",5 to 11 Years,M.Tech,$65K-$100K,Intern,Customer service Sales techniques Product knowledge Cash handling Communication skills
1986550000000000.0,Executive Assistant,CSL Limited,Yaounde,"A Personal Assistant provides administrative support to individuals or executives. Their duties include managing schedules, arranging meetings, handling correspondence, and performing various tasks to enhance efficiency.",5 to 12 Years,M.Com,$59K-$113K,Temporary,Organizational and time management skills Calendar and appointment management Communication and correspondence Travel coordination Discretion and confidentiality
2141550000000000.0,Event Planner,Fluor,Noumea,"Corporate Event Planners organize business-related events such as seminars, conferences, and product launches, ensuring they meet corporate goals and standards.",5 to 10 Years,BCA,$61K-$126K,Intern,Corporate event planning Corporate branding Corporate communication Audiovisual equipment Crisis management
836240000000000.0,Business Analyst,Phillips 66,San Marino,"IT Business Analysts bridge the gap between business needs and technology solutions. They analyze business processes, gather requirements, and create solutions that align with organizational goals.",5 to 13 Years,BCA,$55K-$118K,Full-Time,Business process analysis Requirement gathering Data analysis Communication skills
1228960000000000.0,Social Worker,Sherwin-Williams,Athens,"Support students social and emotional well-being in schools, collaborate with educators, and connect families with resources.",3 to 14 Years,M.Tech,$58K-$84K,Intern,School social work principles Student assessment and intervention Special education laws Individualized education plans (IEPs) Crisis management Collaboration with educators Family engagement Advocacy Empathy and communication Documentation Cultural competence Licensing and certification
1219190000000000.0,Data Analyst,C.H. Robinson Worldwide,Muscat,"Data Scientists use their expertise in data analysis and machine learning to extract valuable insights and predictions from data. They build and train models, conduct statistical analysis, and communicate findings to drive data-driven decision-making in the organization.",5 to 15 Years,BA,$55K-$83K,Part-Time,"Machine learning algorithms and libraries (e.g., scikit-learn, TensorFlow, PyTorch) Statistical analysis and modeling Data preprocessing and cleaning Big data technologies (e.g., Hadoop, Spark) Data visualization Strong programming skills (Python, R)"
1793580000000000.0,Nurse Manager,Oracle,The City of Hamilton,"Clinical Nurse Managers lead and supervise nursing staff in clinical settings. They coordinate patient care, manage resources, and support nursing teams in providing safe and effective patient treatment.",1 to 8 Years,BCA,$64K-$92K,Part-Time,Clinical nursing Patient assessment Care planning Staff development Healthcare protocols Communication skills Problem-solving abilities
59289100000000.0,Network Technician,Escorts Limited,Kathmandu,"Network Security Specialists focus on network security. They implement security measures, monitor for threats, and respond to security incidents to protect network integrity.",2 to 9 Years,B.Com,$61K-$125K,Contract,Network security Cybersecurity Intrusion detection Security analysis Firewall management
1545850000000000.0,Urban Planner,Peter Kiewit Sons,Praia,Environmental Planners assess and mitigate the impact of projects on the environment. They ensure compliance with environmental regulations and promote sustainable practices.,2 to 8 Years,M.Com,$60K-$94K,Part-Time,Environmental regulations Ecosystem analysis Environmental impact assessments Sustainability planning Project management
349772000000000.0,UX/UI Designer,Ingredion,Djibouti (city),Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,0 to 15 Years,B.Com,$58K-$91K,Temporary,Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes
1153180000000000.0,Substance Abuse Counselor,ServiceNow,BogotÃ¡,"An Addiction Counselor provides support and therapy to individuals struggling with addiction, helping them overcome substance abuse and develop healthier coping strategies.",1 to 11 Years,B.Com,$65K-$90K,Part-Time,Addiction counseling techniques Substance abuse treatment Counseling ethics
1470190000000000.0,Supply Chain Manager,A-Mark Precious Metals,Berlin,"A Logistics Manager oversees the movement and storage of goods in a supply chain. They plan, implement, and manage the efficient transportation and distribution of products.",1 to 11 Years,BA,$55K-$121K,Intern,Supply chain management Inventory control Transportation logistics Vendor relations Team leadership and management
1280550000000000.0,Software Architect,Starbucks,Pretoria,"A Solution Architect designs and develops effective solutions for complex business problems, leveraging technology and aligning them with the organizations goals and objectives.",0 to 13 Years,BBA,$64K-$108K,Intern,Solution design Technical architecture Cloud computing and software development knowledge
2552530000000000.0,Art Director,Burlington Stores,Praia,"Visual Designers create visual content, including graphics, illustrations, and layouts, to convey messages and enhance brand identity.",1 to 13 Years,M.Tech,$60K-$109K,Intern,Graphic design Typography User interface (UI) design Adobe Creative Suite proficiency Branding and visual identity creation
1688030000000000.0,Environmental Consultant,Williams,Victoria,"Environmental Impact Analysts assess the environmental consequences of projects or activities. They conduct studies, analyze data, and provide recommendations to minimize adverse environmental effects and promote sustainable practices.",2 to 9 Years,M.Com,$65K-$109K,Full-Time,Environmental impact analysis Data collection and analysis Environmental regulations Reporting GIS (Geographic Information Systems) Technical writing
1677590000000000.0,Art Director,US Foods Holding,Brazzaville,"An Art Curator is responsible for managing and preserving a collection of artworks. They curate exhibitions, acquire new pieces, and educate the public about the art.",1 to 14 Years,BBA,$60K-$119K,Part-Time,Art history and knowledge Art curation and exhibition planning Collections management Art market trends Cultural awareness
1387240000000000.0,Investment Advisor,American Electric Power,Willemstad,"Wealth Advisors provide financial advice to clients. They assess financial goals, create investment strategies, and offer guidance on wealth management and financial planning.",0 to 10 Years,MBA,$57K-$111K,Temporary,Financial planning Investment knowledge Relationship management Communication skills Analytical skills
610448000000000.0,Email Marketing Specialist,GXO Logistics,Papeete,"Implement and manage marketing automation tools, workflows, and campaigns to streamline marketing efforts.",2 to 15 Years,BBA,$63K-$112K,Contract,"Marketing automation platforms (e.g., Marketo, Pardot) Lead nurturing Workflow automation CRM integration Analytics and reporting Email marketing Campaign optimization Marketing strategy Communication skills Problem-solving Attention to detail"
1040540000000000.0,Occupational Therapist,Jabil,Port of Spain,A Geriatric Occupational Therapist works with elderly individuals to address age-related health issues and maintain independence and quality of life.,5 to 14 Years,MCA,$57K-$118K,Intern,"Geriatric assessment and evaluation Geriatric-specific occupational therapy techniques Aging-related conditions (e.g., dementia, arthritis) Fall prevention strategies Care coordination with healthcare teams Assistive technology for seniors Patient advocacy Empathy and compassion Communication skills"
1560100000000000.0,IT Support Specialist,Markel,Paris,"IT Systems Administrators manage and maintain an organizations IT infrastructure, including servers, networks, and security systems.",1 to 10 Years,BCA,$65K-$104K,Intern,Network administration System and server maintenance Cybersecurity knowledge Backup and recovery IT project management skills
652359000000000.0,Digital Marketing Specialist,Masco,Vienna,"Social Media Managers oversee an organizations social media presence. They create and schedule content, engage with followers, and analyze social media metrics to drive brand awareness and engagement.",1 to 9 Years,M.Tech,$65K-$120K,Part-Time,"Social media platforms (e.g., Facebook, Twitter, Instagram) Content creation and scheduling Social media analytics and insights Community engagement Paid social advertising"
574516000000000.0,Occupational Therapist,Dick's Sporting Goods,Brussels,A Pediatric Occupational Therapist helps children with developmental or physical challenges improve their motor and life skills through therapy interventions.,1 to 12 Years,PhD,$58K-$128K,Part-Time,Pediatric assessment and evaluation Occupational therapy techniques for children Developmental milestones Sensory integration therapy Pediatric psychology Family-centered care Individualized treatment plans Communication skills Pediatric healthcare knowledge
2600140000000000.0,Front-End Developer,"The Vanguard Group, Inc.",Rabat,"A Web Designer specializes in designing visually appealing and responsive websites. They create layouts, graphics, and user interfaces to enhance the online presence of businesses.",1 to 15 Years,B.Com,$61K-$106K,Full-Time,"Web design concepts Graphic design software (e.g., Adobe Creative Suite) HTML and CSS Responsive design User interface (UI) principles Visual communication Typography Color theory Creativity Attention to detail Collaboration"
231912000000000.0,Psychologist,Southwest Airlines,Pristina,"Research Psychologists conduct psychological research to advance the fields understanding. They design studies, collect data, and analyze results to inform scientific knowledge.",3 to 11 Years,BBA,$58K-$95K,Contract,Research methodology Data analysis Psychological studies Writing research reports Critical thinking
1371590000000000.0,Occupational Therapist,Darden Restaurants,Maputo,A Geriatric Occupational Therapist works with elderly individuals to address age-related health issues and maintain independence and quality of life.,5 to 9 Years,M.Com,$58K-$106K,Contract,"Geriatric assessment and evaluation Geriatric-specific occupational therapy techniques Aging-related conditions (e.g., dementia, arthritis) Fall prevention strategies Care coordination with healthcare teams Assistive technology for seniors Patient advocacy Empathy and compassion Communication skills"
2913710000000000.0,Investment Advisor,Markel,Praia,"Wealth Advisors provide financial advice to clients. They assess financial goals, create investment strategies, and offer guidance on wealth management and financial planning.",2 to 11 Years,M.Com,$58K-$92K,Part-Time,Financial planning Investment knowledge Relationship management Communication skills Analytical skills
1860670000000000.0,Office Manager,Alaska Air Group,Podgorica,"Facilities Managers manage facilities and building operations. They oversee maintenance, security, and facility improvements to provide a safe and efficient working environment.",4 to 11 Years,M.Com,$55K-$117K,Full-Time,Facilities management Property maintenance Space planning Budget management Health and safety compliance Vendor management
2415210000000000.0,Data Analyst,Par Pacific Holdings,Apia,"Business Intelligence Analysts gather and analyze data to provide valuable insights to support decision-making within an organization. They create reports, dashboards, and data visualizations to help stakeholders understand trends, patterns, and opportunities in the data.",2 to 13 Years,M.Tech,$62K-$116K,Part-Time,"Data analysis and visualization tools (e.g., Tableau, Power BI) SQL and database querying Business intelligence concepts Data modeling and reporting Strong analytical and problem-solving skills Data-driven decision-making"
1127590000000000.0,Administrative Assistant,Thor Industries,Bridgetown,"Accurately input and maintain data in databases or spreadsheets, ensuring data integrity and organization.",1 to 15 Years,B.Com,$65K-$114K,Temporary,"Data entry accuracy and speed Database software (e.g., Microsoft Access, Excel) Attention to detail Time management Organization Multitasking Keyboarding skills Data verification Problem-solving Communication skills Computer proficiency"
2342780000000000.0,Network Analyst,Suncorp Group,Bangui,"Network Performance Analysts monitor and optimize network performance. They collect and analyze network data, identify issues, and implement solutions to enhance network speed, reliability, and efficiency.",5 to 8 Years,BCA,$58K-$109K,Intern,"Network performance analysis Network monitoring tools (e.g., Wireshark) Troubleshooting Capacity planning Data analysis Network protocols"
1598590000000000.0,Family Nurse Practitioner,Costco Wholesale,Moroni,"Primary Care Providers offer general medical care to patients. They diagnose and treat common health issues, perform check-ups, and refer patients to specialists as needed.",5 to 8 Years,MCA,$65K-$107K,Temporary,Medical diagnosis Patient care Medical record-keeping Communication skills Empathy and compassion
1183430000000000.0,UI Developer,Toll Brothers,Porto-Novo,A UX/UI Designer focuses on enhancing user experiences by designing intuitive interfaces. They consider user needs and preferences to create visually appealing and functional designs.,2 to 13 Years,BBA,$60K-$110K,Intern,User experience (UX) design User interface (UI) design Wireframing and prototyping Usability testing Design tools like Sketch or Figma
625471000000000.0,Legal Assistant,HDFC Asset Management Company,Quito,"Assist lawyers with legal research, document preparation, and case management in law firms or legal departments.",2 to 8 Years,BBA,$55K-$125K,Part-Time,"Legal research Document drafting Case management E-filing Legal databases (e.g., LexisNexis) Client communication Deposition preparation Trial support Ethics and confidentiality Attention to detail Communication skills Legal software proficiency"
367240000000000.0,SEO Specialist,Biogen,Kampala,"Content SEO Strategists create SEO strategies specifically for content, focusing on keyword integration, content quality, and user engagement to boost organic traffic.",3 to 14 Years,MBA,$57K-$100K,Temporary,Content strategy SEO content optimization Content marketing Keyword mapping Analytics
602105000000000.0,UX/UI Designer,Genuine Parts,Madrid,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,3 to 10 Years,MBA,$57K-$92K,Temporary,Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes
1775230000000000.0,Account Manager,Agricultural Bank of China,Kabul,"Build and maintain strong client relationships, understand their needs, and ensure client satisfaction.",4 to 12 Years,BCA,$63K-$101K,Intern,Client relationship management Customer service Communication skills
2746370000000000.0,Email Marketing Specialist,The Boeing Company,Moscow,"Monitor and improve email deliverability rates, troubleshoot delivery issues, and maintain a clean email list.",2 to 9 Years,M.Tech,$61K-$96K,Part-Time,"Email deliverability best practices Spam filter testing List hygiene Blacklist monitoring Email authentication (e.g., SPF, DKIM) Deliverability metrics analysis Troubleshooting deliverability issues Communication skills Data analysis Attention to detail"
166774000000000.0,Human Resources Manager,CenterPoint Energy,Abuja,"Talent Acquisition Managers oversee the recruitment and hiring process. They develop recruitment strategies, source candidates, conduct interviews, and collaborate with hiring managers to attract and hire qualified talent to meet the organizations staffing needs.",3 to 10 Years,BA,$57K-$90K,Contract,Talent sourcing Interviewing Onboarding Recruitment strategies HR software
2290250000000000.0,HR Generalist,Barratt Developments,Beirut,"HR Coordinators assist in HR functions such as recruitment, onboarding, and employee record maintenance. They often handle administrative tasks, organize training programs, and provide support to the HR department in various ways.",4 to 9 Years,M.Com,$59K-$82K,Intern,Human resources Recruitment Employee onboarding HRIS (HR Information Systems) Record keeping Communication skills
1502290000000000.0,Content Writer,Rolls-Royce Holdings,Warsaw,"Copywriters create compelling written content for various mediums, such as advertising, websites, and marketing materials. They craft persuasive and engaging messages that resonate with target audiences.",5 to 15 Years,MCA,$62K-$96K,Contract,Copywriting Content creation SEO Marketing strategies Creativity
2286520000000000.0,Investment Banker,Dr. Reddy's Laboratories,Nuku?alofa,"An Investment Portfolio Manager manages investment portfolios, making investment decisions, monitoring performance, and optimizing asset allocation for clients or the organization.",3 to 15 Years,MCA,$63K-$116K,Intern,Investment analysis Portfolio management Risk assessment
1210670000000000.0,Content Writer,United Airlines Holdings,Hagatna,"Content Strategists develop and execute content strategies that align with business objectives. They plan content creation, distribution, and promotion to engage audiences and drive brand growth.",0 to 14 Years,M.Tech,$59K-$103K,Temporary,Content strategy Content planning SEO optimization Content marketing Analytics
1885050000000000.0,Nurse Manager,Ocado Group,Paramaribo,"Clinical Nurse Managers lead and supervise nursing staff in clinical settings. They coordinate patient care, manage resources, and support nursing teams in providing safe and effective patient treatment.",4 to 8 Years,B.Com,$60K-$113K,Contract,Clinical nursing Patient assessment Care planning Staff development Healthcare protocols Communication skills Problem-solving abilities
218433000000000.0,Front-End Developer,Derwent London,Monrovia,A UI/UX Developer combines design and technical skills to create user-friendly interfaces for digital products. They ensure a seamless and visually appealing user experience.,5 to 15 Years,MCA,$59K-$117K,Full-Time,"User interface (UI) design User experience (UX) design Web design principles Prototyping and wireframing Front-end development languages (e.g., HTML, CSS, JavaScript) Interaction design User testing Responsive design Usability testing Collaboration Attention to detail"
662127000000000.0,Procurement Specialist,Applied Materials,Dushanbe,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services.",1 to 14 Years,MCA,$63K-$112K,Contract,Procurement strategies Supplier management Negotiation Cost analysis Supply chain management
1643850000000000.0,Content Writer,Adidas AG,Addis Ababa,"Copywriters create compelling written content for various mediums, such as advertising, websites, and marketing materials. They craft persuasive and engaging messages that resonate with target audiences.",4 to 13 Years,B.Com,$55K-$98K,Full-Time,Copywriting Content creation SEO Marketing strategies Creativity
2818820000000000.0,Marketing Specialist,Tata Power,Managua,"Content Marketing Managers oversee the creation and distribution of content to attract and engage customers. They develop content strategies, manage content teams, and track performance metrics to optimize content marketing efforts.",2 to 14 Years,M.Tech,$59K-$94K,Full-Time,Content strategy Content creation Blog management Content promotion SEO Analytics and reporting
706831000000000.0,Market Research Analyst,Target,Ulaanbaatar,"A Market Researcher gathers and analyzes market data to provide insights on consumer behavior, market trends, and competitor activities, aiding in informed business decisions.",1 to 14 Years,M.Tech,$58K-$122K,Temporary,Market research methodologies Data collection and analysis Industry knowledge
2705940000000000.0,IT Manager,Comcast,Mogadishu,"An Infrastructure Manager is responsible for the operation and maintenance of an organizations IT infrastructure, including servers, networks, and data centers.",0 to 9 Years,B.Com,$63K-$80K,Full-Time,"Network administration System administration Virtualization technologies (e.g., VMware, Hyper-V) Storage management IT security Disaster recovery planning Capacity planning Monitoring and troubleshooting Cloud infrastructure (e.g., AWS, Azure) Vendor management"
1084930000000000.0,Family Lawyer,The Walt Disney Company,Oranjestad,"Child Custody Lawyers specialize in family law, focusing on cases related to child custody and visitation rights. They represent clients in court, provide legal counsel, and advocate for the best interests of children in custody disputes.",0 to 8 Years,MCA,$59K-$130K,Part-Time,Child custody law Family law Legal advocacy Negotiation Court representation Legal research Client counseling Case preparation
2287960000000000.0,Software Architect,BorgWarner,Brussels,"A Cloud Architect designs and manages cloud-based solutions, optimizing scalability, security, and performance while aligning them with the companys technology strategy.",1 to 11 Years,BBA,$58K-$112K,Part-Time,"Cloud computing platforms (AWS, Azure, etc.) Cloud security Containerization (Docker, Kubernetes)"
1935790000000000.0,Customer Success Manager,The Kraft Heinz Company,Marigot,A Customer Support Specialist assists customers with inquiries or issues related to a companys products or services. They provide solutions and maintain customer satisfaction.,0 to 15 Years,MBA,$64K-$112K,Temporary,Customer service Problem-solving Communication skills Ticketing system usage Product knowledge
2841910000000000.0,Dental Hygienist,Lendlease Group,Tallinn,A Dental Hygiene Educator teaches dental hygiene practices and oral health to students or the community. They promote preventive care and raise awareness about dental health.,4 to 10 Years,PhD,$58K-$127K,Part-Time,Dental hygiene knowledge Teaching and instructional skills Curriculum development Student assessment Clinical practice experience
1351330000000000.0,UX/UI Designer,Fresenius Medical Care AG & Co. KGaA,Ljubljana,Interaction Designers specialize in designing user interactions within digital interfaces. They create meaningful and engaging user experiences by considering user behaviors and system responses.,1 to 14 Years,BA,$64K-$121K,Part-Time,Interaction design principles User behavior and psychology Wireframing and prototyping tools Animation and micro-interaction design Collaborative design processes
1714350000000000.0,Administrative Assistant,Sirius XM Holdings Inc.,Kuwait City,"Accurately input and maintain data in databases or spreadsheets, ensuring data integrity and organization.",3 to 8 Years,B.Tech,$57K-$117K,Temporary,"Data entry accuracy and speed Database software (e.g., Microsoft Access, Excel) Attention to detail Time management Organization Multitasking Keyboarding skills Data verification Problem-solving Communication skills Computer proficiency"
341612000000000.0,HR Coordinator,Marathon Petroleum,Torshavn,"Training Coordinators design and implement employee training programs. They assess training needs, develop training materials, and facilitate training sessions to enhance employees skills and knowledge.",3 to 9 Years,M.Com,$60K-$130K,Part-Time,Training program coordination Training material development Learning management systems
2047010000000000.0,Procurement Specialist,Franklin Resources,Dushanbe,"Sourcing Analysts research and analyze potential suppliers, evaluate procurement strategies, and negotiate contracts to secure cost-effective and quality supplies.",2 to 9 Years,MCA,$57K-$114K,Contract,Sourcing strategies Supplier evaluation Market research Cost analysis Contract negotiation
3092660000000000.0,Network Security Specialist,HDFC Ltd,Seoul,"Cybersecurity Analysts protect computer systems and networks from cyber threats. They monitor security systems, investigate breaches, and implement security measures to safeguard data.",5 to 10 Years,BCA,$64K-$90K,Full-Time,"Cybersecurity Security assessments Intrusion detection Security tools (e.g., SIEM) Incident response Vulnerability scanning"
143450000000000.0,Research Scientist,Procter & Gamble,Papeete,"Senior Researchers lead research initiatives within organizations. They design research projects, collect and analyze data, and provide insights to inform strategic decision-making and innovation efforts.",1 to 9 Years,BCA,$55K-$115K,Temporary,"Research methodologies and data analysis Literature review and synthesis Statistical analysis software (e.g., SPSS, R) Research proposal development Strong communication and reporting skills"
440311000000000.0,Mechanical Engineer,Tractor Supply,Bridgetown,"HVAC Engineers specialize in heating, ventilation, and air conditioning systems, designing efficient HVAC solutions for buildings and facilities.",4 to 8 Years,M.Com,$57K-$104K,Temporary,Knowledge of HVAC systems and equipment Mechanical engineering skills Problem-solving abilities AutoCAD proficiency HVAC design and installation expertise
662258000000000.0,Social Media Manager,Fiserv,Nouakchott,"Social Media Analysts analyze social media data and metrics to provide insights and recommendations for improving social media strategies. They track performance, identify trends, and support data-driven decision-making.",4 to 12 Years,PhD,$56K-$113K,Contract,"Social media analytics tools (e.g., Google Analytics, Facebook Insights) Data analysis and reporting Social media ROI measurement Competitive analysis Trend identification"
634080000000000.0,Systems Engineer,Huntington Ingalls Industries,Basseterre,"The role of a Systems Integration Specialist involves integrating various software and hardware components to create cohesive systems. You will design and implement solutions that enable different systems to communicate and work together seamlessly. Your responsibilities also include troubleshooting integration issues, ensuring data consistency, and collaborating with cross-functional teams.",5 to 8 Years,BA,$58K-$91K,Part-Time,Systems integration Integration architecture Data mapping Middleware technologies API integration System testing Troubleshooting
2951080000000000.0,Copywriter,Devon Energy,Vienna,SEO Copywriters specialize in creating content optimized for search engines. They incorporate keywords and SEO best practices to improve online visibility and search engine rankings for web pages and articles.,4 to 13 Years,B.Tech,$64K-$82K,Intern,"SEO (Search Engine Optimization) Keyword research SEO-friendly content On-page optimization Meta tags SEO tools (e.g., SEMrush)"
621313000000000.0,Pediatrician,Cisco Systems,Dublin,"Pediatric Specialists are doctors with expertise in specific pediatric subspecialties like cardiology, oncology, or gastroenterology. They provide specialized care and treatment for children with complex or rare medical conditions.",1 to 10 Years,M.Tech,$58K-$108K,Intern,"Pediatric specialization Advanced pediatric care Pediatric subspecialty (e.g., pediatric cardiology, pediatric oncology) Pediatric diagnostics Pediatric treatment"
69057000000000.0,Chemical Analyst,Tesco,Male,"As a Research Chemist, you will engage in scientific research and experimentation to discover and develop new chemical compounds or processes. Your work may involve designing experiments, analyzing data, and publishing research findings. Your role contributes to the advancement of scientific knowledge and may have applications in various industries.",4 to 8 Years,BA,$65K-$81K,Full-Time,Research chemistry Experimental design Data interpretation Chemical synthesis Research protocols Scientific writing Problem-solving skills
2222160000000000.0,Speech Therapist,Fifth Third Bancorp,Santiago,Adult Speech Therapists work with adults to address speech and language disorders. They provide therapy and support to improve communication and enhance quality of life.,5 to 14 Years,M.Tech,$64K-$101K,Intern,Adult speech therapy Speech-language assessment Rehabilitation techniques Swallowing disorders Communication skills
2586040000000000.0,SEO Specialist,Hikma Pharmaceuticals,Quito,"SEO Analysts optimize websites for search engines, conduct keyword research, analyze performance metrics, and implement strategies to improve search rankings.",3 to 15 Years,BA,$59K-$111K,Full-Time,"Search engine optimization Keyword research SEO tools (e.g., Google Analytics, SEMrush) On-page and off-page optimization"
1020370000000000.0,Mechanical Engineer,Dollar Tree,Kigali,"Manufacturing Engineers optimize manufacturing processes, improve production efficiency, and ensure product quality in manufacturing environments.",4 to 12 Years,M.Com,$55K-$91K,Contract,Manufacturing processes knowledge CAD/CAM software proficiency Lean manufacturing principles Quality control and assurance Six Sigma certification
134224000000000.0,Research Scientist,McDonald's,AsunciÃ³n,"Research Analysts conduct research, collect data, and analyze information to support business decision-making. They generate reports and recommendations based on their findings to aid in strategic planning.",4 to 8 Years,B.Tech,$62K-$84K,Temporary,Data collection and analysis Market research tools and techniques Survey design and analysis Qualitative and quantitative research methods Report writing and presentation skills
444331000000000.0,Veterinarian,Marriott International,Cockburn Town,"An Equine Veterinarian specializes in the health and well-being of horses. They diagnose and treat equine illnesses, perform surgeries, and provide preventive care for horses.",2 to 11 Years,MBA,$60K-$125K,Temporary,Equine veterinary medicine Horse anatomy and physiology Lameness evaluation Equine surgery Dentistry for horses Emergency equine care Equine reproductive health Compassion and empathy Client communication Problem-solving Attention to detail
1093810000000000.0,Research Scientist,Telstra Corporation,BogotÃ¡,"Senior Researchers lead research initiatives within organizations. They design research projects, collect and analyze data, and provide insights to inform strategic decision-making and innovation efforts.",3 to 14 Years,B.Com,$60K-$122K,Full-Time,"Research methodologies and data analysis Literature review and synthesis Statistical analysis software (e.g., SPSS, R) Research proposal development Strong communication and reporting skills"
2533780000000000.0,Research Analyst,Wipro Limited,Banjul,"A Market Research Analyst gathers and analyzes data to provide insights into market trends, consumer behavior, and competitive landscapes. They help businesses make informed decisions.",2 to 8 Years,B.Tech,$61K-$98K,Part-Time,"Market research methodologies Data collection and analysis Consumer behavior analysis Competitor analysis Survey design and analysis Statistical analysis software (e.g., SPSS, SAS) Data visualization Trend analysis Report writing Communication skills Attention to detail"
985766000000000.0,Speech Therapist,Rockwell Automation,Yerevan,Adult Speech Therapists work with adults to address speech and language disorders. They provide therapy and support to improve communication and enhance quality of life.,5 to 13 Years,BBA,$63K-$91K,Temporary,Adult speech therapy Speech-language assessment Rehabilitation techniques Swallowing disorders Communication skills
1490130000000000.0,Chemical Analyst,Cheniere Energy,Vientiane,"As a Research Chemist, you will engage in scientific research and experimentation to discover and develop new chemical compounds or processes. Your work may involve designing experiments, analyzing data, and publishing research findings. Your role contributes to the advancement of scientific knowledge and may have applications in various industries.",4 to 11 Years,BCA,$59K-$80K,Intern,Research chemistry Experimental design Data interpretation Chemical synthesis Research protocols Scientific writing Problem-solving skills
2574400000000000.0,Investment Analyst,SF Express,Tokyo,A Risk Analyst assesses and manages financial risks within an organization. They use data analysis and modeling to evaluate potential risks and recommend mitigation strategies.,4 to 9 Years,M.Tech,$61K-$86K,Part-Time,Risk assessment Data analysis Financial modeling Risk management tools Regulatory compliance knowledge
112067000000000.0,HR Coordinator,IQVIA Holdings,Mexico City,"Benefits Coordinators administer employee benefit programs, including health insurance, retirement plans, and other perks. They assist employees with benefit inquiries and ensure compliance with benefit policies.",4 to 14 Years,MCA,$63K-$98K,Intern,Employee benefits administration Benefits compliance HRIS Benefits communication
3072790000000000.0,Aerospace Engineer,Ford Motor,Freetown,Systems Engineers design and manage complex systems and infrastructure. They integrate various components and technologies to ensure optimal system performance and reliability.,5 to 11 Years,BBA,$64K-$99K,Full-Time,Systems engineering System architecture Integration testing Troubleshooting Technical documentation Configuration management
3039530000000000.0,Supply Chain Manager,Mastercard,Podgorica,"A Logistics Manager oversees the movement and storage of goods in a supply chain. They plan, implement, and manage the efficient transportation and distribution of products.",2 to 10 Years,MBA,$65K-$116K,Intern,Supply chain management Inventory control Transportation logistics Vendor relations Team leadership and management
2441000000000000.0,Purchasing Agent,Zee Entertainment Enterprises,Buenos Aires,"An Inventory Manager oversees inventory levels, coordinates stock movements, and optimizes inventory control procedures to ensure efficient stock management and product availability.",0 to 13 Years,PhD,$65K-$120K,Temporary,Inventory control Demand forecasting Supply chain management Data analysis Warehouse management
258463000000000.0,Sales Consultant,Raytheon Technologies,City of Baghdad,"Sales Trainers develop and deliver training programs to sales teams. They teach sales techniques, product knowledge, and communication skills to improve the performance and effectiveness of sales representatives.",4 to 12 Years,M.Tech,$56K-$95K,Full-Time,Sales training Sales coaching Training program development Sales techniques Product knowledge Presentation skills
